"Statistic Label","Month","Detailed Sub Indices","UNIT","VALUE"
"Consumer Price Index","2015 May","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","85.7"
"Consumer Price Index","2015 May","Mineral or spring waters","Base Dec 2023=100","87.7"
"Consumer Price Index","2015 May","Soft drinks","Base Dec 2023=100","80.8"
"Consumer Price Index","2015 May","Fruit and vegetable juices","Base Dec 2023=100","88.2"
"Consumer Price Index","2015 June","All items","Base Dec 2023=100","83.3"
"Consumer Price Index","2015 June","Food and non-alcoholic beverages","Base Dec 2023=100","90.9"
"Consumer Price Index","2015 June","Food","Base Dec 2023=100","90.8"
"Consumer Price Index","2015 June","Bread and cereals","Base Dec 2023=100","89.9"
"Consumer Price Index","2015 June","Rice","Base Dec 2023=100","106.4"
"Consumer Price Index","2015 June","Flours and other cereals","Base Dec 2023=100","95.5"
"Consumer Price Index","2015 June","Bread","Base Dec 2023=100","80.6"
"Consumer Price Index","2015 June","Other bakery products","Base Dec 2023=100","90.9"
"Consumer Price Index","2015 June","Pizza and quiche","Base Dec 2023=100","108.5"
"Consumer Price Index","2015 June","Pasta products and couscous","Base Dec 2023=100","81.6"
"Consumer Price Index","2015 June","Breakfast cereals","Base Dec 2023=100","100.7"
"Consumer Price Index","2015 June","Other cereal products","Base Dec 2023=100","100.4"
"Consumer Price Index","2015 June","Meat","Base Dec 2023=100","91.8"
"Consumer Price Index","2015 June","Beef and veal","Base Dec 2023=100","99.5"
"Consumer Price Index","2015 June","Pork","Base Dec 2023=100","93.4"
"Consumer Price Index","2015 June","Lamb and goat","Base Dec 2023=100","88.6"
"Consumer Price Index","2015 June","Poultry","Base Dec 2023=100","90.3"
"Consumer Price Index","2015 June","Edible offal","Base Dec 2023=100","96.5"
"Consumer Price Index","2015 June","Dried, salted or smoked meat","Base Dec 2023=100","90"
"Consumer Price Index","2015 June","Other meat preparations","Base Dec 2023=100","90.2"
"Consumer Price Index","2015 June","Fish","Base Dec 2023=100","91.9"
"Consumer Price Index","2015 June","Fresh or chilled fish","Base Dec 2023=100","84.2"
"Consumer Price Index","2015 June","Frozen fish","Base Dec 2023=100","98.6"
"Consumer Price Index","2015 June","Fresh or chilled seafood","Base Dec 2023=100","112.8"
"Consumer Price Index","2015 June","Dried, smoked or salted fish and seafood","Base Dec 2023=100","84.8"
"Consumer Price Index","2015 June","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","99.5"
"Consumer Price Index","2015 June","Milk, cheese and eggs","Base Dec 2023=100","85.8"
"Consumer Price Index","2015 June","Fresh whole milk","Base Dec 2023=100","78.3"
"Consumer Price Index","2015 June","Fresh low fat milk","Base Dec 2023=100","82.8"
"Consumer Price Index","2015 June","Yoghurt","Base Dec 2023=100","79.1"
"Consumer Price Index","2015 June","Cheese and curd","Base Dec 2023=100","102.1"
"Consumer Price Index","2015 June","Other milk products","Base Dec 2023=100","87.6"
"Consumer Price Index","2015 June","Eggs","Base Dec 2023=100","89.9"
"Consumer Price Index","2015 June","Oils and fats","Base Dec 2023=100","74.7"
"Consumer Price Index","2015 June","Butter","Base Dec 2023=100","71.6"
"Consumer Price Index","2015 June","Margarine and other vegetable fats","Base Dec 2023=100","73.3"
"Consumer Price Index","2015 June","Olive oil","Base Dec 2023=100","82.5"
"Consumer Price Index","2015 June","Other edible oils","Base Dec 2023=100","86.2"
"Consumer Price Index","2015 June","Fruit","Base Dec 2023=100","90.9"
"Consumer Price Index","2015 June","Fresh or chilled fruit","Base Dec 2023=100","89.2"
"Consumer Price Index","2015 June","Dried fruit and nuts","Base Dec 2023=100","104"
"Consumer Price Index","2015 June","Preserved fruit and fruit-based products","Base Dec 2023=100","74.1"
"Consumer Price Index","2015 June","Vegetables","Base Dec 2023=100","89.2"
"Consumer Price Index","2015 June","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","93.5"
"Consumer Price Index","2015 June","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","98.3"
"Consumer Price Index","2015 June","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","99.3"
"Consumer Price Index","2015 June","Potatoes","Base Dec 2023=100","74"
"Consumer Price Index","2015 June","Crisps","Base Dec 2023=100","89.6"
"Consumer Price Index","2015 June","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","106.4"
"Consumer Price Index","2015 June","Sugar","Base Dec 2023=100","66.8"
"Consumer Price Index","2015 June","Jams, marmalades and honey","Base Dec 2023=100","112.5"
"Consumer Price Index","2015 June","Chocolate","Base Dec 2023=100","114.3"
"Consumer Price Index","2015 June","Confectionery products","Base Dec 2023=100","95.1"
"Consumer Price Index","2015 June","Edible ices and ice cream","Base Dec 2023=100","118.5"
"Consumer Price Index","2015 June","Artifical sugar substitutes","Base Dec 2023=100","98.3"
"Consumer Price Index","2015 June","Food products n.e.c.","Base Dec 2023=100","86.7"
"Consumer Price Index","2015 June","Sauces and condiments","Base Dec 2023=100","87.7"
"Consumer Price Index","2015 June","Salt, spices and culinary herbs","Base Dec 2023=100","87.7"
"Consumer Price Index","2015 June","Baby food","Base Dec 2023=100","81.2"
"Consumer Price Index","2015 June","Ready-made meals","Base Dec 2023=100","87.6"
"Consumer Price Index","2015 June","Other food products n.e.c.","Base Dec 2023=100","83.8"
"Consumer Price Index","2015 June","Non-alcoholic beverages","Base Dec 2023=100","91.5"
"Consumer Price Index","2015 June","Coffee, tea and cocoa","Base Dec 2023=100","99.4"
"Consumer Price Index","2015 June","Coffee","Base Dec 2023=100","102.3"
"Consumer Price Index","2015 June","Tea","Base Dec 2023=100","96.5"
"Consumer Price Index","2015 June","Cocoa and powdered chocolate","Base Dec 2023=100","124.9"
"Consumer Price Index","2015 June","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","88.5"
"Consumer Price Index","2015 June","Mineral or spring waters","Base Dec 2023=100","87.7"
"Consumer Price Index","2015 June","Soft drinks","Base Dec 2023=100","84.9"
"Consumer Price Index","2015 June","Fruit and vegetable juices","Base Dec 2023=100","89.2"
"Consumer Price Index","2015 July","All items","Base Dec 2023=100","83.1"
"Consumer Price Index","2015 July","Food and non-alcoholic beverages","Base Dec 2023=100","90.5"
"Consumer Price Index","2015 July","Food","Base Dec 2023=100","90.6"
"Consumer Price Index","2015 July","Bread and cereals","Base Dec 2023=100","89.5"
"Consumer Price Index","2015 July","Rice","Base Dec 2023=100","107.7"
"Consumer Price Index","2015 July","Flours and other cereals","Base Dec 2023=100","95.8"
"Consumer Price Index","2015 July","Bread","Base Dec 2023=100","80.6"
"Consumer Price Index","2015 July","Other bakery products","Base Dec 2023=100","90.4"
"Consumer Price Index","2015 July","Pizza and quiche","Base Dec 2023=100","104.5"
"Consumer Price Index","2015 July","Pasta products and couscous","Base Dec 2023=100","79"
"Consumer Price Index","2015 July","Breakfast cereals","Base Dec 2023=100","101.3"
"Consumer Price Index","2015 July","Other cereal products","Base Dec 2023=100","101"
"Consumer Price Index","2015 July","Meat","Base Dec 2023=100","91"
"Consumer Price Index","2015 July","Beef and veal","Base Dec 2023=100","98.8"
"Consumer Price Index","2015 July","Pork","Base Dec 2023=100","95.2"
"Consumer Price Index","2015 July","Lamb and goat","Base Dec 2023=100","85.8"
"Consumer Price Index","2015 July","Poultry","Base Dec 2023=100","89.4"
"Consumer Price Index","2015 July","Edible offal","Base Dec 2023=100","96"
"Consumer Price Index","2015 July","Dried, salted or smoked meat","Base Dec 2023=100","89"
"Consumer Price Index","2015 July","Other meat preparations","Base Dec 2023=100","90.1"
"Consumer Price Index","2015 July","Fish","Base Dec 2023=100","94.1"
"Consumer Price Index","2015 July","Fresh or chilled fish","Base Dec 2023=100","87.8"
"Consumer Price Index","2015 July","Frozen fish","Base Dec 2023=100","103.7"
"Consumer Price Index","2015 July","Fresh or chilled seafood","Base Dec 2023=100","113.3"
"Consumer Price Index","2015 July","Dried, smoked or salted fish and seafood","Base Dec 2023=100","84.3"
"Consumer Price Index","2015 July","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","99.7"
"Consumer Price Index","2015 July","Milk, cheese and eggs","Base Dec 2023=100","85.1"
"Consumer Price Index","2015 July","Fresh whole milk","Base Dec 2023=100","78.2"
"Consumer Price Index","2015 July","Fresh low fat milk","Base Dec 2023=100","82.7"
"Consumer Price Index","2015 July","Yoghurt","Base Dec 2023=100","79.4"
"Consumer Price Index","2015 July","Cheese and curd","Base Dec 2023=100","98.2"
"Consumer Price Index","2015 July","Other milk products","Base Dec 2023=100","88.6"
"Consumer Price Index","2015 July","Eggs","Base Dec 2023=100","89.6"
"Consumer Price Index","2015 July","Oils and fats","Base Dec 2023=100","76.4"
"Consumer Price Index","2015 July","Butter","Base Dec 2023=100","72.4"
"Consumer Price Index","2015 July","Margarine and other vegetable fats","Base Dec 2023=100","77.5"
"Consumer Price Index","2015 July","Olive oil","Base Dec 2023=100","82.9"
"Consumer Price Index","2015 July","Other edible oils","Base Dec 2023=100","85.6"
"Consumer Price Index","2015 July","Fruit","Base Dec 2023=100","90.5"
"Consumer Price Index","2015 July","Fresh or chilled fruit","Base Dec 2023=100","88.4"
"Consumer Price Index","2015 July","Dried fruit and nuts","Base Dec 2023=100","106.1"
"Consumer Price Index","2015 July","Preserved fruit and fruit-based products","Base Dec 2023=100","75.9"
"Consumer Price Index","2015 July","Vegetables","Base Dec 2023=100","89.2"
"Consumer Price Index","2015 July","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","93.2"
"Consumer Price Index","2015 July","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","97.8"
"Consumer Price Index","2015 July","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","98.6"
"Consumer Price Index","2015 July","Potatoes","Base Dec 2023=100","74.2"
"Consumer Price Index","2015 July","Crisps","Base Dec 2023=100","91.1"
"Consumer Price Index","2015 July","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","105.2"
"Consumer Price Index","2015 July","Sugar","Base Dec 2023=100","67"
"Consumer Price Index","2015 July","Jams, marmalades and honey","Base Dec 2023=100","115.1"
"Consumer Price Index","2015 July","Chocolate","Base Dec 2023=100","110.5"
"Consumer Price Index","2015 July","Confectionery products","Base Dec 2023=100","95.1"
"Consumer Price Index","2015 July","Edible ices and ice cream","Base Dec 2023=100","118.7"
"Consumer Price Index","2015 July","Artifical sugar substitutes","Base Dec 2023=100","98.3"
"Consumer Price Index","2015 July","Food products n.e.c.","Base Dec 2023=100","87.8"
"Consumer Price Index","2015 July","Sauces and condiments","Base Dec 2023=100","90.2"
"Consumer Price Index","2015 July","Salt, spices and culinary herbs","Base Dec 2023=100","87.9"
"Consumer Price Index","2015 July","Baby food","Base Dec 2023=100","81.1"
"Consumer Price Index","2015 July","Ready-made meals","Base Dec 2023=100","87"
"Consumer Price Index","2015 July","Other food products n.e.c.","Base Dec 2023=100","86"
"Consumer Price Index","2015 July","Non-alcoholic beverages","Base Dec 2023=100","89.6"
"Consumer Price Index","2015 July","Coffee, tea and cocoa","Base Dec 2023=100","97.1"
"Consumer Price Index","2015 July","Coffee","Base Dec 2023=100","107.1"
"Consumer Price Index","2015 July","Tea","Base Dec 2023=100","88.7"
"Consumer Price Index","2015 July","Cocoa and powdered chocolate","Base Dec 2023=100","125.8"
"Consumer Price Index","2015 July","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","86.7"
"Consumer Price Index","2015 July","Mineral or spring waters","Base Dec 2023=100","88.8"
"Consumer Price Index","2015 July","Soft drinks","Base Dec 2023=100","81.6"
"Consumer Price Index","2015 July","Fruit and vegetable juices","Base Dec 2023=100","89.5"
"Consumer Price Index","2015 August","All items","Base Dec 2023=100","83.4"
"Consumer Price Index","2015 August","Food and non-alcoholic beverages","Base Dec 2023=100","90.5"
"Consumer Price Index","2015 August","Food","Base Dec 2023=100","90.6"
"Consumer Price Index","2015 August","Bread and cereals","Base Dec 2023=100","89.9"
"Consumer Price Index","2015 August","Rice","Base Dec 2023=100","107.5"
"Consumer Price Index","2015 August","Flours and other cereals","Base Dec 2023=100","95.9"
"Consumer Price Index","2015 August","Bread","Base Dec 2023=100","80.2"
"Consumer Price Index","2015 August","Other bakery products","Base Dec 2023=100","90.1"
"Consumer Price Index","2015 August","Pizza and quiche","Base Dec 2023=100","115.1"
"Consumer Price Index","2015 August","Pasta products and couscous","Base Dec 2023=100","81.3"
"Consumer Price Index","2015 August","Breakfast cereals","Base Dec 2023=100","101.3"
"Consumer Price Index","2015 August","Other cereal products","Base Dec 2023=100","96.7"
"Consumer Price Index","2015 August","Meat","Base Dec 2023=100","90.6"
"Consumer Price Index","2015 August","Beef and veal","Base Dec 2023=100","98.5"
"Consumer Price Index","2015 August","Pork","Base Dec 2023=100","91.4"
"Consumer Price Index","2015 August","Lamb and goat","Base Dec 2023=100","86.2"
"Consumer Price Index","2015 August","Poultry","Base Dec 2023=100","87.9"
"Consumer Price Index","2015 August","Edible offal","Base Dec 2023=100","95.7"
"Consumer Price Index","2015 August","Dried, salted or smoked meat","Base Dec 2023=100","89.1"
"Consumer Price Index","2015 August","Other meat preparations","Base Dec 2023=100","90.3"
"Consumer Price Index","2015 August","Fish","Base Dec 2023=100","94.3"
"Consumer Price Index","2015 August","Fresh or chilled fish","Base Dec 2023=100","89.5"
"Consumer Price Index","2015 August","Frozen fish","Base Dec 2023=100","101.1"
"Consumer Price Index","2015 August","Fresh or chilled seafood","Base Dec 2023=100","112.9"
"Consumer Price Index","2015 August","Dried, smoked or salted fish and seafood","Base Dec 2023=100","84.9"
"Consumer Price Index","2015 August","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","99"
